user_input,icon_label,category,confidence_score,source
morning bike,ic_run,exercise,0.8,template_generated
finally night,ic_moon_line,sleep,0.8,template_generated
airport session,ic_car,travel,0.9,keyword_variation
deep dream,ic_moon_line,sleep,0.8,template_generated
early morning work,ic_briefcase_line,work,0.7,contextual
go client,ic_briefcase_line,work,0.9,keyword_variation
recharge,ic_moon_line,sleep,1.0,direct_keyword
morning learn,ic_note,learning,0.7,contextual
15 minute chat,ic_people,social,0.7,contextual
talk?,ic_people,social,1.0,direct_keyword_punct
sport routine,ic_run,exercise,0.8,template_generated
business drive,ic_car,travel,0.8,template_generated
early morning education,ic_note,learning,0.7,contextual
group session,ic_people,social,0.9,keyword_variation
15 minute social,ic_people,social,0.7,contextual
vacation flight,ic_car,travel,0.8,template_generated
quick sport,ic_run,exercise,0.8,template_generated
school.,ic_note,learning,1.0,direct_keyword_punct
medical checkup,ic_health,health,0.8,template_generated
morning task,ic_briefcase_line,work,0.7,contextual
playing game,ic_tv,entertainment,0.8,template_generated
transport adventure,ic_car,travel,0.8,template_generated
healthy snack,ic_utensils_line,food,0.8,template_generated
learn notes,ic_note,learning,0.8,template_generated
late night entertainment,ic_tv,entertainment,0.7,contextual
weekend social,ic_people,social,0.8,template_generated
afternoon medical,ic_health,health,0.7,contextual
work session,ic_briefcase_line,work,0.9,keyword_variation
weekend movie,ic_tv,entertainment,0.8,template_generated
professional session,ic_briefcase_line,work,0.9,keyword_variation
early morning workout,ic_run,exercise,0.7,contextual
tv session,ic_tv,entertainment,0.9,keyword_variation
30 minute tired,ic_moon_line,sleep,0.7,contextual
late night walk,ic_run,exercise,0.7,contextual
morning entertainment,ic_tv,entertainment,0.7,contextual
recharge session,ic_moon_line,sleep,0.9,keyword_variation
dinner...,ic_people,social,1.0,direct_keyword_punct
evening film,ic_tv,entertainment,0.8,template_generated
1 hour entertainment,ic_tv,entertainment,0.7,contextual
quick dinner,ic_utensils_line,food,0.8,template_generated
practice,ic_note,learning,1.0,direct_keyword
afternoon bedroom,ic_moon_line,sleep,0.8,template_generated
meat!,ic_utensils_line,food,1.0,direct_keyword_punct
evening meal,ic_utensils_line,food,0.7,contextual
morning office,ic_briefcase_line,work,0.7,contextual
outdoor training,ic_run,exercise,0.8,template_generated
go dream,ic_moon_line,sleep,0.9,keyword_variation
soccer,ic_run,exercise,1.0,direct_keyword
catching up date,ic_people,social,0.8,template_generated
drinks,ic_people,social,1.0,direct_keyword
urgent dentist,ic_health,health,0.8,template_generated
kitchen,ic_utensils_line,food,1.0,direct_keyword
read notes,ic_note,learning,0.8,template_generated
lunch session,ic_utensils_line,food,0.9,keyword_variation
go people,ic_people,social,0.9,keyword_variation
lesson session,ic_note,learning,0.9,keyword_variation
film session,ic_tv,entertainment,0.9,keyword_variation
contracttsession,ic_briefcase_line,work,0.81,keyword_variation_typo
evening show,ic_tv,entertainment,0.8,template_generated
go event,ic_people,social,0.9,keyword_variation
takeout breakfast,ic_utensils_line,food,0.8,template_generated
pilates session,ic_run,exercise,0.9,keyword_variation
30 minute course,ic_note,learning,0.7,contextual
relationship session,ic_people,social,0.9,keyword_variation
30 minute night,ic_moon_line,sleep,0.7,contextual
evening night,ic_moon_line,sleep,0.7,contextual
late night dream,ic_moon_line,sleep,0.7,contextual
go vacation,ic_car,travel,0.9,keyword_variation
training,ic_run,exercise,1.0,direct_keyword
stretch,ic_run,exercise,1.0,direct_keyword
journey adventure,ic_car,travel,0.8,template_generated
intensive learn,ic_note,learning,0.8,template_generated
homework session,ic_note,learning,0.9,keyword_variation
road train,ic_car,travel,0.8,template_generated
go conference,ic_briefcase_line,work,0.9,keyword_variation
go action,ic_tv,entertainment,0.9,keyword_variation
school notes,ic_note,learning,0.8,template_generated
go hotel,ic_car,travel,0.9,keyword_variation
drive adventure,ic_car,travel,0.8,template_generated
much needed bed,ic_moon_line,sleep,0.8,template_generated
urgent work,ic_briefcase_line,work,0.8,template_generated
travail,ic_briefcase_line,work,0.9,multilingual_french
1 hour snack,ic_utensils_line,food,0.7,contextual
health session,ic_health,health,0.9,keyword_variation
medicine visit,ic_health,health,0.8,template_generated
morning medical,ic_health,health,0.7,contextual
drink session,ic_utensils_line,food,0.9,keyword_variation
self study,ic_note,learning,0.8,template_generated
lunch break,ic_utensils_line,food,0.8,template_generated
go dance,ic_run,exercise,0.9,keyword_variation
new entertainment,ic_tv,entertainment,0.8,template_generated
30 minute gym,ic_run,exercise,0.7,contextual
evening university,ic_note,learning,0.7,contextual
evening bus,ic_car,travel,0.7,contextual
grabbing snack,ic_utensils_line,food,0.8,template_generated
getting some sleep,ic_moon_line,sleep,0.8,template_generated
nurse,ic_health,health,1.0,direct_keyword
school group,ic_note,learning,0.8,template_generated
dentist session,ic_health,health,0.9,keyword_variation
15 minute book,ic_note,learning,0.7,contextual
explore session,ic_car,travel,0.9,keyword_variation
client task,ic_briefcase_line,work,0.8,template_generated
evening social,ic_people,social,0.7,contextual
30 minute work,ic_briefcase_line,work,0.7,contextual
go fitness,ic_run,exercise,0.9,keyword_variation
go tea,ic_utensils_line,food,0.9,keyword_variation
go tourism,ic_car,travel,0.9,keyword_variation
daily business,ic_briefcase_line,work,0.8,template_generated
go boxing,ic_run,exercise,0.9,keyword_variation
talk,ic_people,social,1.0,direct_keyword
study notes,ic_note,learning,0.8,template_generated
evening eat,ic_utensils_line,food,0.7,contextual
annual wellness,ic_health,health,0.8,template_generated
holiday session,ic_car,travel,0.9,keyword_variation
alarm,ic_moon_line,sleep,1.0,direct_keyword
planning bus,ic_car,travel,0.8,template_generated
recover session,ic_moon_line,sleep,0.9,keyword_variation
urgent medicine,ic_health,health,0.8,template_generated
go streaming,ic_tv,entertainment,0.9,keyword_variation
show,ic_tv,entertainment,1.0,direct_keyword
medication session,ic_health,health,0.9,keyword_variation
highway,ic_car,travel,1.0,direct_keyword
special family,ic_people,social,0.8,template_generated
workout,ic_run,exercise,1.0,direct_keyword
read materials,ic_note,learning,0.8,template_generated
playing movie,ic_tv,entertainment,0.8,template_generated
late night gathering,ic_people,social,0.7,contextual
medicine,ic_health,health,1.0,direct_keyword
date gathering,ic_people,social,0.8,template_generated
read,ic_note,learning,1.0,direct_keyword
hike,ic_run,exercise,1.0,direct_keyword
early morning drive,ic_car,travel,0.7,contextual
coffee session,ic_utensils_line,food,0.9,keyword_variation
fun show,ic_tv,entertainment,0.8,template_generated
urgent health,ic_health,health,0.8,template_generated
medical dentist,ic_health,health,0.8,template_generated
go walk!,ic_run,exercise,0.9,keyword_variation_punct
wake,ic_moon_line,sleep,1.0,direct_keyword
late night medical,ic_health,health,0.7,contextual
relaxation,ic_tv,entertainment,1.0,direct_keyword
late night sport,ic_run,exercise,0.7,contextual
climbing,ic_run,exercise,1.0,direct_keyword
lunch,ic_utensils_line,food,1.0,direct_keyword
morning vacation,ic_car,travel,0.8,template_generated
management,ic_briefcase_line,work,1.0,direct_keyword
vacation transport,ic_car,travel,0.8,template_generated
binge leisure,ic_tv,entertainment,0.8,template_generated
doctor consultation,ic_health,health,0.8,template_generated
fitness,ic_run,exercise,1.0,direct_keyword
skill homework,ic_note,learning,0.8,template_generated
medical,ic_health,health,1.0,direct_keyword
lecture,ic_note,learning,1.0,direct_keyword
chocolate,ic_utensils_line,food,1.0,direct_keyword
strategy,ic_briefcase_line,work,1.0,direct_keyword
celebration session,ic_people,social,0.9,keyword_variation
late night doctor,ic_health,health,0.7,contextual
evening family,ic_people,social,0.7,contextual
planning flight,ic_car,travel,0.8,template_generated
sleep break,ic_moon_line,sleep,0.8,template_generated
work,ic_briefcase_line,work,1.0,direct_keyword
appointment session,ic_health,health,0.9,keyword_variation
team task,ic_briefcase_line,work,0.8,template_generated
30 minute exercise,ic_run,exercise,0.7,contextual
breakfast break,ic_utensils_line,food,0.8,template_generated
afternoon pillow,ic_moon_line,sleep,0.8,template_generated
commute session,ic_car,travel,0.9,keyword_variation
go bus,ic_car,travel,0.9,keyword_variation
sandwich session,ic_utensils_line,food,0.9,keyword_variation
go university,ic_note,learning,0.9,keyword_variation
eat prep,ic_utensils_line,food,0.8,template_generated
1 hour travel,ic_car,travel,0.7,contextual
relaxing show,ic_tv,entertainment,0.8,template_generated
go hike,ic_run,exercise,0.9,keyword_variation
water,ic_utensils_line,food,1.0,direct_keyword
evening study,ic_note,learning,0.7,contextual
afternoon journey,ic_car,travel,0.7,contextual
evening session,ic_moon_line,sleep,0.9,keyword_variation
restaurant!,ic_utensils_line,food,1.0,direct_keyword_punct
client business,ic_briefcase_line,work,0.8,template_generated
watching tv,ic_tv,entertainment,0.8,template_generated
streaming,ic_tv,entertainment,1.0,direct_keyword
peaceful pillow,ic_moon_line,sleep,0.8,template_generated
go football,ic_run,exercise,0.9,keyword_variation
go visit,ic_people,social,0.9,keyword_variation
focused read,ic_note,learning,0.8,template_generated
task session,ic_briefcase_line,work,0.9,keyword_variation
go team,ic_people,social,0.9,keyword_variation
late night task,ic_briefcase_line,work,0.7,contextual
job meeting,ic_briefcase_line,work,0.8,template_generated
afternoon trip,ic_car,travel,0.7,contextual
early morning meal,ic_utensils_line,food,0.7,contextual
go tennis,ic_run,exercise,0.9,keyword_variation
music session,ic_tv,entertainment,0.9,keyword_variation
go office,ic_briefcase_line,work,0.9,keyword_variation
lunch with sarah,ic_people,social,0.6,realistic_pattern
finish presentation,ic_briefcase_line,work,0.8,realistic_pattern
30 minute commute,ic_car,travel,0.7,contextual
planning travel,ic_car,travel,0.8,template_generated
drama session,ic_tv,entertainment,0.9,keyword_variation
homemade kitchen,ic_utensils_line,food,0.8,template_generated
travel,ic_car,travel,1.0,direct_keyword
go celebration,ic_people,social,0.9,keyword_variation
document,ic_briefcase_line,work,1.0,direct_keyword
peaceful bed,ic_moon_line,sleep,0.8,template_generated
gym,ic_run,exercise,1.0,direct_keyword
swim at the gym,ic_run,exercise,0.8,template_generated
much needed night,ic_moon_line,sleep,0.8,template_generated
explore,ic_car,travel,1.0,direct_keyword
go school,ic_note,learning,0.9,keyword_variation
1 hour wellness,ic_health,health,0.7,contextual
routine hospital,ic_health,health,0.8,template_generated
1 hour trip,ic_car,travel,0.7,contextual
30 minute snack,ic_utensils_line,food,0.7,contextual
fun film,ic_tv,entertainment,0.8,template_generated
late night checkup,ic_health,health,0.7,contextual
finally bedroom,ic_moon_line,sleep,0.8,template_generated
booking drive,ic_car,travel,0.8,template_generated
early morning doctor,ic_health,health,0.7,contextual
medical hospital,ic_health,health,0.8,template_generated
employment session?,ic_briefcase_line,work,0.9,keyword_variation_punct
tired,ic_moon_line,sleep,1.0,direct_keyword
deep nap,ic_moon_line,sleep,0.8,template_generated
preventive checkup,ic_health,health,0.8,template_generated
early morning university,ic_note,learning,0.7,contextual
morning session,ic_moon_line,sleep,0.9,keyword_variation
go bed,ic_moon_line,sleep,0.9,keyword_variation
dentist appointment,ic_health,health,0.8,template_generated
morning wellness,ic_health,health,0.7,contextual
airport,ic_car,travel,1.0,direct_keyword
medical medical,ic_health,health,0.8,template_generated
annual doctor,ic_health,health,0.8,template_generated
late night therapy,ic_health,health,0.7,contextual
evening train,ic_car,travel,0.7,contextual
30 minute drive,ic_car,travel,0.7,contextual
fun talk,ic_people,social,0.8,template_generated
morning tired,ic_moon_line,sleep,0.7,contextual
skill study,ic_note,learning,0.8,template_generated
evening breakfast,ic_utensils_line,food,0.7,contextual
morning,ic_moon_line,sleep,1.0,direct_keyword
deep pillow,ic_moon_line,sleep,0.8,template_generated
new play,ic_tv,entertainment,0.8,template_generated
urgent appointment,ic_health,health,0.8,template_generated
binge play,ic_tv,entertainment,0.8,template_generated
eat with family,ic_utensils_line,food,0.8,template_generated
online university,ic_note,learning,0.8,template_generated
restaurant,ic_utensils_line,food,1.0,direct_keyword
go play,ic_tv,entertainment,0.9,keyword_variation
talk with friends,ic_people,social,0.8,template_generated
weekend train,ic_car,travel,0.8,template_generated
food prep,ic_utensils_line,food,0.8,template_generated
1 hour sport,ic_run,exercise,0.7,contextual
exam learn,ic_note,learning,0.8,template_generated
30 minute lunch,ic_utensils_line,food,0.7,contextual
medical doctor,ic_health,health,0.8,template_generated
30 minute visit,ic_people,social,0.7,contextual
morning people,ic_people,social,0.7,contextual
morning family,ic_people,social,0.7,contextual
homework,ic_note,learning,1.0,direct_keyword
contract session,ic_briefcase_line,work,0.9,keyword_variation
sandwich,ic_utensils_line,food,1.0,direct_keyword
afternoon visit,ic_people,social,0.7,contextual
go friends,ic_people,social,0.9,keyword_variation
takeout snack,ic_utensils_line,food,0.8,template_generated
hanging out talk,ic_people,social,0.8,template_generated
long train,ic_car,travel,0.8,template_generated
early morning medicine,ic_health,health,0.7,contextual
test,ic_note,learning,1.0,direct_keyword
1 hour nap,ic_moon_line,sleep,0.7,contextual
time to dream,ic_moon_line,sleep,0.8,template_generated
study group,ic_note,learning,0.8,template_generated
quick bedroom,ic_moon_line,sleep,0.8,template_generated
go quiet,ic_moon_line,sleep,0.9,keyword_variation
workout routine,ic_run,exercise,0.8,template_generated
group chat,ic_people,social,0.8,template_generated
restaurant prep,ic_utensils_line,food,0.8,template_generated
grabbing eat,ic_utensils_line,food,0.8,template_generated
research materials,ic_note,learning,0.8,template_generated
course session,ic_note,learning,0.9,keyword_variation
evening school,ic_note,learning,0.7,contextual
afternoon people,ic_people,social,0.7,contextual
employment,ic_briefcase_line,work,1.0,direct_keyword
yoga session,ic_run,exercise,0.9,keyword_variation
go knowledge,ic_note,learning,0.9,keyword_variation
exercise.,ic_run,exercise,1.0,direct_keyword_punct
online read,ic_note,learning,0.8,template_generated
office call,ic_briefcase_line,work,0.8,template_generated
homemade snack,ic_utensils_line,food,0.8,template_generated
project employment,ic_briefcase_line,work,0.8,template_generated
go kitchen,ic_utensils_line,food,0.9,keyword_variation
morning kitchen,ic_utensils_line,food,0.8,template_generated
morning nap,ic_moon_line,sleep,0.7,contextual
playing fun,ic_tv,entertainment,0.8,template_generated
go concert,ic_tv,entertainment,0.9,keyword_variation
go wake,ic_moon_line,sleep,0.9,keyword_variation
weekend show,ic_tv,entertainment,0.8,template_generated
wellness visit,ic_health,health,0.8,template_generated
homemade food,ic_utensils_line,food,0.8,template_generated
quick workout,ic_run,exercise,0.8,template_generated
fitness at the gym,ic_run,exercise,0.8,template_generated
relaxation session,ic_tv,entertainment,0.9,keyword_variation
workshop session!,ic_note,learning,0.9,keyword_variation_punct
healthy eat,ic_utensils_line,food,0.8,template_generated
comer,ic_utensils_line,food,0.9,multilingual_spanish
urgent job,ic_briefcase_line,work,0.8,template_generated
30 minute friends,ic_people,social,0.7,contextual
project project,ic_briefcase_line,work,0.8,template_generated
catching up visit,ic_people,social,0.8,template_generated
morning show,ic_tv,entertainment,0.7,contextual
friends gathering,ic_people,social,0.8,template_generated
email session,ic_briefcase_line,work,0.9,keyword_variation
pillow break,ic_moon_line,sleep,0.8,template_generated
15 minute career,ic_briefcase_line,work,0.7,contextual
study session,ic_note,learning,0.9,keyword_variation
hospital visit,ic_health,health,0.8,template_generated
cooking with family,ic_utensils_line,food,0.8,template_generated
trip,ic_car,travel,1.0,direct_keyword
visit gathering,ic_people,social,0.8,template_generated
office job,ic_briefcase_line,work,0.8,template_generated
exam session,ic_note,learning,0.9,keyword_variation
conference,ic_briefcase_line,work,1.0,direct_keyword
quick training,ic_run,exercise,0.8,template_generated
early morning rest,ic_moon_line,sleep,0.7,contextual
fish,ic_utensils_line,food,1.0,direct_keyword
finally nap,ic_moon_line,sleep,0.8,template_generated
binge entertainment,ic_tv,entertainment,0.8,template_generated
cooking session,ic_utensils_line,food,0.9,keyword_variation
tourism,ic_car,travel,1.0,direct_keyword
course notes,ic_note,learning,0.8,template_generated
morning study,ic_note,learning,0.7,contextual
holiday,ic_car,travel,1.0,direct_keyword
game,ic_tv,entertainment,1.0,direct_keyword
audit,ic_briefcase_line,work,1.0,direct_keyword
run,ic_run,exercise,1.0,direct_keyword
colleague,ic_people,social,1.0,direct_keyword
dinner,ic_utensils_line,food,1.0,direct_keyword
quick bus,ic_car,travel,0.8,template_generated
business bus,ic_car,travel,0.8,template_generated
business vacation,ic_car,travel,0.8,template_generated
go clinic,ic_health,health,0.9,keyword_variation
walk with friends,ic_run,exercise,0.8,template_generated
30 minute wellness,ic_health,health,0.7,contextual
visit with friends,ic_people,social,0.8,template_generated
cooking prep,ic_utensils_line,food,0.8,template_generated
dentist consultation,ic_health,health,0.8,template_generated
go gathering,ic_people,social,0.9,keyword_variation
urgent project,ic_briefcase_line,work,0.8,template_generated
walk routine,ic_run,exercise,0.8,template_generated
30 minute project,ic_briefcase_line,work,0.7,contextual
quiet,ic_moon_line,sleep,1.0,direct_keyword
afternoon breakfast,ic_utensils_line,food,0.7,contextual
appointment,ic_health,health,1.0,direct_keyword
morning run 5km,ic_run,exercise,1.0,realistic_pattern
coffee session,ic_people,social,0.9,keyword_variation
outdoor walk,ic_run,exercise,0.8,template_generated
peaceful sleep,ic_moon_line,sleep,0.8,template_generated
favorite play,ic_tv,entertainment,0.8,template_generated
gathering with friends,ic_people,social,0.8,template_generated
routine appointment,ic_health,health,0.8,template_generated
quick cooking,ic_utensils_line,food,0.8,template_generated
road vacation,ic_car,travel,0.8,template_generated
early morning nap,ic_moon_line,sleep,0.7,contextual
late night read,ic_note,learning,0.7,contextual
early morning task,ic_briefcase_line,work,0.7,contextual
review,ic_note,learning,1.0,direct_keyword
wake session,ic_moon_line,sleep,0.9,keyword_variation
quick travel,ic_car,travel,0.8,template_generated
go restaurant,ic_utensils_line,food,0.9,keyword_variation
playing video,ic_tv,entertainment,0.8,template_generated
meal break,ic_utensils_line,food,0.8,template_generated
15 minute people,ic_people,social,0.7,contextual
gathering,ic_people,social,1.0,direct_keyword
employment meeting,ic_briefcase_line,work,0.8,template_generated
go run,ic_run,exercise,0.9,keyword_variation
health,ic_health,health,1.0,direct_keyword
tea session,ic_utensils_line,food,0.9,keyword_variation
relaxing movie,ic_tv,entertainment,0.8,template_generated
daily work,ic_briefcase_line,work,0.8,template_generated
test session,ic_note,learning,0.9,keyword_variation
go drama,ic_tv,entertainment,0.9,keyword_variation
go vegetable,ic_utensils_line,food,0.9,keyword_variation
go people...,ic_people,social,0.9,keyword_variation_punct
weekend journey,ic_car,travel,0.8,template_generated
evening commute,ic_car,travel,0.7,contextual
client career,ic_briefcase_line,work,0.8,template_generated
fun friends,ic_people,social,0.8,template_generated
annual dentist,ic_health,health,0.8,template_generated
swim,ic_run,exercise,1.0,direct_keyword
social party,ic_people,social,0.8,template_generated
weekend play,ic_tv,entertainment,0.8,template_generated
annual checkup,ic_health,health,0.8,template_generated
stretch session,ic_run,exercise,0.9,keyword_variation
30 minute trip,ic_car,travel,0.7,contextual
planning session.,ic_briefcase_line,work,0.9,keyword_variation_punct
late night wellness,ic_health,health,0.7,contextual
go cafe,ic_utensils_line,food,0.9,keyword_variation
15 minute swim,ic_run,exercise,0.8,template_generated
skill session,ic_note,learning,0.9,keyword_variation
late night show,ic_tv,entertainment,0.7,contextual
playing leisure,ic_tv,entertainment,0.8,template_generated
1 hour therapy,ic_health,health,0.7,contextual
family social,ic_people,social,0.8,template_generated
vacation session,ic_car,travel,0.9,keyword_variation
15 minute play,ic_tv,entertainment,0.7,contextual
